Sample,Source
"""A dhéanamh liom rud ar bith de,"" fhreagair mé frankly.
""Is gnó an chuid is mó mistéireach.""
""Mar riail,"" a dúirt Holmes, ""Is é an níos aisteach an rud is lú mistéireach gcruthaíonn sé a a bheith.
Is ortsa atá coitianta, coireanna featureless atá i ndáiríre puzzling, díreach mar
Is é an ceann is coitianta aghaidh deacair a aithint.
Ach caithfidh mé a bheith go pras thar an gceist seo. ""
""Cad é atá tú ag dul a dhéanamh, ansin?"" D'iarr mé.
""Chun deataigh,"" fhreagair sé.
""Tá sé go leor trí fhadhb píopa, agus impigh mé nach mbeidh tú ag labhairt liom ar feadh caoga nóiméad. ""
","OPUS QED, lines 1564 to 1573"
"[Scor.]
Romeo maw detestable Thou, bhroinne tusa an bháis,
Gorg'd leis an morsel dearest an domhain, Dá bhrí sin mé fhorfheidhmiú dot jaws lofa a oscailt,
[Briseadh an doras a oscailt an tséadchomhartha.]
Agus, i ainneoin, beidh mé dhuit CRAM le bia níos mó!
PARIS Is é seo go Montague banish'd haughty
Go murder'd mo ghrá le col ceathrar, - a grief, Tá sé ceaptha, an créatúr cothrom bás, -
Agus is anseo a thagann chun roinnt náire villanous dhéanamh Chun na comhlachtaí marbh:
Beidh mé air apprehend .--
","OPUS QED, lines 21109 to 21118"
"IS É AN FEAR WILLIAMS JOHN! &lt;3
Bhuel, tá baint agam le rudaí eile seachas fisic
I bhfirínne, in ábhair seachas fisic is mó faoi láthair.
Tá rud amháin faoi leith i dteangacha an chine daonna.
Déanann teangeolaithe gairmiúla, stairiúla sna SAM agus in Iarthar na hEorpa iarracht chun cianchaidrimh a sheachaint; grúpaí móra, grúpaí a théann i bhfad siar níos faide siar ná na teaghlaigh teanga cailiúla.
Cha dtaitníonn sé sin leo; síleann gur raiméis í.
Ach, ní shílim gur amhlaidh atá.
Agus tá roinnt mhaith teangeolaithe iontacha, Rúisigh is mó, atá ag déanamh staidéir air sin ag Institiúd Santa Fe agus i Moscó, agus ba bhreá liom na torthaí a fheiceáil.
An dtéann sé i bhfad siar go sinsear amháin 20,000 nó 25,000 bliain ó shin?
","OPUS QED, lines 2813 to 2822"
"Raibh sé ar intinn an tUasal Henfrey leithscéal a ghabháil agus a tharraingt siar, ach seo a réamh-mheas a suaimhneas dó.
An strainséir bhabhta lena iompú ar ais chuig an teallaigh agus a chur a lámha taobh thiar dá chuid ar ais.
""Agus faoi láthair,"" a dúirt sé, ""nuair a bhíonn an clog-deisithe thar, I mo thuairimse, ba mhaith liom a bhfuil roinnt tae.
Ach nach bhfuil till an clog-deisithe os a chionn. ""
Mrs Halla a bhí ar tí é a fhágáil ar an seomra - a rinne sí aon dul chun cinn conversational an am seo, toisc nach raibh sí ag iarraidh a bheith snubbed os comhair an tUasal Henfrey - nuair a gcuairteoirí d'iarr sí má bhí déanta aici aon socruithe faoina boscaí ag Bramblehurst.
D'inis sí dó go raibh sí an t-ábhar a luaitear leis an Postman, agus go bhféadfadh an t-iompróir iad a thabhairt le níos mó ná ar an amárach.
""Tá tú cinnte go bhfuil an luaithe?"" A dúirt sé.
Bhí sí áirithe, le coldness marcáilte.
""Ba chóir dom a mhíniú,"" a dúirt sé, ""cad a bhí mé i ndáiríre ró-fuar agus fatigued a dhéanamh os comhair, go bhfuil mé imscrúdaitheoir turgnamhach. "" Go deimhin, a dhuine uasail, ""a dúirt Mrs Halla an Chontae, i bhfad níos tógtha.
","OPUS QED, lines 12120 to 12129"
"Rud a tháinig ar ais chuig a contrariness mar luas sí an siúlóid agus d'fhéach sé os cionn sé ar an taobh istigh crann-bairr.
Dhealraigh sé sin amaideach, a dúirt sí léi féin, a a bheith in aice leis agus gan a bheith in ann a fháil isteach
Thóg sí an eochair ina phóca nuair a chuaigh sí ar ais go dtí an teach, agus rinne sí suas a gcuimhne go mbeadh sí a dhéanamh i gcónaí sé léi nuair a chuaigh sí amach, ionas go mbeidh sí riamh más rud é
Ba chóir teacht ar an doras i bhfolach go mbeadh sí réidh.
Bhí cead ag Mrs Medlock Martha a chodladh gach oíche ag an teachín, ach bhí sí ar ais ag a cuid oibre ar maidin le leicne deirge ná riamh, agus sa chuid is fearr de biotáillí.
""Fuair ​​mé suas ag 04:00,"" a dúirt sí.
""Eh! go raibh sé go leor ar ú 'moor le ú' éan gettin 'suas' ú 'choiníní scamperin' faoi 'ú' ghrian risin '.
Ní raibh mé ag siúl gach ú 'slí.
Rinne fear thug dom a thiomána ina cart ar 'raibh mé taitneamh a bhaint as féin. ""
","OPUS QED, lines 11259 to 11268"
"Mar shampla, bainimid usáid as nuachtáin leis na paistí - agus rinne comhleacaí airíthe caibidil foghlama, bunaíthe ar ábhar nuachta.
Bhí sé seo an-tairbheach.
Tá fás tagtha ar an tionscnamh agus anois, tá an teanga dá foghlaim i réamh-scoileanna Ungárach chomh maith le réamh-scoileanna Gearmánach.
Lena chois sin, le dlúth-oibriú as lámh a chéile,
Is feidir linn comhoibriú a neartú idir na institutí oideachais agus idir muinteoirí agus agus ár n-institúit.
Is feidir linn eagrú níos fearr a dhéanamh ar ár gníomhaíochtaí idirnáisiunta freisin.
Tá a lán deiseanna taistil agus cumarsáid le comhleacaí san Ungáir.
Tá gréasan iontach forbartha againn le comhleacaí san Ungáir, a muineann Gearmáinis do phaisí Ungárach.
Agus tá sé seo thar a bheith tábhachtach.
","OPUS QED, lines 5718 to 5727"
"""Jeeves!""
""Sir?"" ""Sin ceangal pink!""
""Sea, a dhuine uasail?""
""Dóigh é!"" ""Go raibh maith agat, a dhuine uasail.""
""Agus Jeeves,!"" ""Sea, a dhuine uasail?""
""Glac le tacsaí a fháil dom go Drew hata Longacre, mar atá caite ag John!""
""Go raibh maith agaibh, a dhuine uasail."" Bhraith mé an chuid is mó Greim millteanach.
Bhraith mé amhail is dá mbeadh an scamaill rolladh amach agus go léir a bhí mar a úsáidtear é a bheith.
Bhraith mé cosúil le ceann de na chappies sa úrscéalta a ghlaonn as an troid leis a chuid chinneann an bhean chéile sa chaibidil seo caite agus chun dearmad, agus maith.
","OPUS QED, lines 8619 to 8628"
"Daor bhean ALTRA O Dé!
An bhfuil tú chomh te? pósadh, teacht suas, mé trow; An é seo an poultice do mo chnámha aching?
Henceforward, an bhfuil do chuid theachtaireachtaí duit féin.
Juliet Seo den sórt sin a corn -!
Teacht, cad a deir Romeo?
ALTRA An bhfuil tú fuair cead chun dul go dtí shrift go lá?
Juliet agam.
ALTRA hie Ansin tú mar sin, a chill mBráthar Lawrence ';
Tá tréimhsí fear céile a dhéanann tú bhean chéile:
","OPUS QED, lines 19806 to 19815"
"Agus saoire air go léir; saol, i do chónaí, tá gach bás ar.
PARIS Ar smaoinigh mé fada a fheiceáil ar maidin ar aghaidh,
Agus doth sé a thabhairt dom den sórt sin a radharc mar seo?
MHUIRE CAPULET Accurs'd,, míshásta wretched, hateful lá!
Uair an chloig olc an chuid is mó a chonaic e'er am
I saothair marthanach a oilithreachta!
Ach amháin, bocht amháin, aon leanbh amháin agus droch-ghrámhar,
Ach rud amháin a rejoice agus solace i, Agus hath bás éadrócaireach catch'd sé as mo radharc!
ALTRA O mairg!
","OPUS QED, lines 20864 to 20873"
"Gach uair, nuair a tháinig sé go dtí an dromchla, casadh a cheann ar an mbealach seo agus go bhfuil, sé cooly ndearnadh suirbhé orthu an t-uisce agus an talamh, agus is cosúil roghnaigh a chúrsa ionas go mbeidh sé d'fhéadfadh teacht suas sa chás go raibh an leithne
Fairsinge an uisce agus ag an t-achar is mó as an bád.
Bhí sé iontas cé go tapa a rinne sé suas a intinn a réiteach agus a chur isteach i fhorghníomhú.
Faoi stiúir sé dom ag an am céanna leis an gcuid is leithne den lochán, agus nach bhféadfadh a bheith tiomáinte as é.
Cé go raibh sé ag smaoineamh ar rud amháin ina inchinn, bhí mé ag iarraidh a chuid Dhiaga
Shíl i mianach.
Bhí sé cluiche go leor, bhí ar an dromchla mín an locháin, fear i gcoinne loon.
Go tobann imíonn do adversary ar checker faoi bhun an mbord, agus an
Is mise fhadhb a áit is gaire don áit a mbeidh sé le feiceáil arís.
","OPUS QED, lines 17489 to 17498"
"Chun smaoineamh ar dul isteach sa teachín ina raibh dhá cheann déag de leanaí!
""An bhfuil sí ag smaoineamh go mbeadh Mrs Medlock in iúl dom dul?"" D'iarr sí, go leor go himníoch.
""Aye, is cuí léi go mbeadh sí.
Tá a fhios aici cad is máthair bean slachtmhar agus an chaoi a gcoinníonn sí glan ar an teachín. ""
""Má chuaigh mé ba chóir dom a fheiceáil le do mháthair, chomh maith le Dickon,"" arsa Máire, ag smaoineamh sé os cionn agus
liking an smaoineamh go mór.
""Níl sí cosúil le bheith cosúil leis an máithreacha san India.""
Bhí a obair sa ghairdín agus an excitement an tráthnóna dar críoch ag déanamh a bhraitheann ciúin agus tuisceanach.
Martha fhan léi go dtí an t-am tae-, ach shuigh siad san ciúin compordach agus labhair an-beag.
","OPUS QED, lines 11619 to 11628"
"Phil.
TRANS.
AD 1668.
""Whales i guth an Dia farraige obey."" - NE primer.
""Chonaic muid freisin raidhse de míolta móra móra, tá níos mó a bheith sna farraigí theas, mar a
Is féidir liom a rá, ag 100-1; ná ní mór dúinn ar an thuaidh de dúinn "".
BABHTA voyage captaen Cowley'S na cruinne, AD 1729 -. ""... agus is é an anáil an míol mór d'fhreastail go minic le sórt sin boladh insupportable, de réir mar a thabhairt ar neamhord ar an inchinn. ""
- ULLOA 'S i Meiriceá Theas.
""Chun caoga roghnaithe sylphs an nóta speisialta,
","OPUS QED, lines 3283 to 3292"
"Tá brón orm a chloisteáil leat a rá go.
An ciste a bhí, ar ndóigh, d'iomadú agus leathadh na ceannairí dearg-mar maith le haghaidh a n-chothabháil.
Tá sé exceedingly trua go bhfuil tú
Ba chóir a bheith ina Baitsiléir. '
""Mo aghaidh lengthened ag an, an tUasal Holmes, ar shíl mé go raibh mé nach bhfuil an folúntas tar éis an tsaoil; ach tar éis smaoineamh sé thar ar feadh cúpla nóiméad dúirt sé go bhfuil sé a bheadh ​​ceart go léir. ""'I gcás eile,' ar sé, 'a d'fhéadfadh an agóid a bheith marfach, ach ní mór dúinn stráice pointe i bhfabhar fear a bhfuil ceann den sórt sin na gruaige mar mise.
Nuair a bheidh tú in ann dul isteach ar do dhualgais nua? '
""'Bhuel, tá sé beagán awkward, mar tá mé gnó cheana féin,' arsa I. ""'Riamh Oh, aigne faoi sin, an tUasal Wilson!' A dúirt Vincent Spaulding.
'Ba chóir dom a bheith in ann aire a thabhairt go bhfuil ar do shon.' ""'Cad é an uair an chloig?'
D'iarr mé. ""'Deich le dhá.'
","OPUS QED, lines 1443 to 1452"
"Conas a fuair tú é a chur?
""Is é Fiach an oiread agus cluiche mar pócar graí ... amháin go bhfuil na teorainneacha níos airde. ""
- Tá tú a chur ar ár gcás breá.
- Ansin tá tú ag Hunter tú féin?
Tá muid biotáille den tsamhail chéanna.
Tá sé ar mo cheann paisean.
Codlaíonn sé an lá ar fad agus hunts gach oíche.
Agus cad níos mó, Rainsford, beidh sé go bhfuil tú ag déanamh an rud céanna.
Beidh orainn caipitil spóirt le chéile, Tá súil agam.
","OPUS QED, lines 14429 to 14438"
"Ní féidir leis a dhéanamh mac anseo ceart go leor cosúil le clár ponc sealadach a bhí diana ann dúinn má d'fhéadfadh a bheith i mcbroom ach in ocht lá ó shin bileog sé gníomhaíochtaí a bheadh sinsearach Mississippi cócaire má bhí tú ag smaoineamh don ghnó ciallaíonn sé go bhfuil sé cheardchumannaithe i smaoineamh ar fad meastóireacht ar an Pápa gan fiú má theipeann sa láthair choire féidir leat labhairt le linn tá sé ar mo rud
le déanaí do starters saghas cineál de féin ar líne ponc sa chathair a ligean ar ghlacadh le breathnú ar an troid le tú, agus síochánta agus i Ba mhaith buille faoi thuairim mé an carr a fheiceáil agus chomh maith leis na cuideachtaí údar ciller missus sé éasca don leabhar agus mé i gCúba messy ar feadh tréimhse nach aon uair amháin fós ar an chineál céanna le Bobby tobann internist ar fielding stats uh ...
Níl a fhios agam tá súil agam nach bhfuil sé Ní féidir liom a bheith cruinn a dhéanann ar shamhail dom
D'inis mé riamh gan aon cheann dár bhfoireann bunaithe Ní gabha mo íoslaghdú hit iarrthóir ar aon duine eachtarshuite faoi Stalin
Caitliceach botún ar nach botúin a dhéanamh mar sin agus i smaoineamh a fheiceann tú ar bith mar sin níl sé faoi siombailí go maith, ní féidir liom a rá go bhfuil an liosta feithimh go minic nuair a ghníomhaíocht gríosaitheach ag dul ar deacracht leis an os comhair an má tá sé go maith faoi phribhléid rud a an t-am ar fad a bhí sé ag caint faoi fiú is cosúil a fháil amach as an fuar bitterly fós cheap muid go raibh sé ina dúnmharú roghnaíodh é Tá níos fearr ná an ghníomhaíocht daoine a chur le chéile mar gheall ar an bháis tuairisciú breise ar an rud a bheadh i curtha faoi chuing mar gheall ar thaispeáint éifeachtach gach páipéar cac éigiontaithe iontach smaoineamh mé ag insint jeff costais pléascadh Betsy mílte liath oireann don uh ... géarú tá a fhios agat an staidreamh a docs chosaint mar gheall ar sé ró- bhealach ag rialtais fós i smaoineamh Afraic Albáin shábháil 40000000000 ponc níl fadhb áitiú ceart go léir
leictreach cóip den líonrú go den scoth na deacrachtaí a george gabha maitheasa Ba bhreá liom a thabhairt dom a chreidiúint, agus sílim
Tá siad go leor a lán de na marfach
Goldman eile
Fuair nócha thagann as am leaba caipíní frontrunner níos éasca mar chuid den íomhá de théacs toghairme a ghlacadh don anois leanbh negation réamhamharc ar an earráid seo go bhfuil baint acu an reachtaíocht blag mar sin féin na cistí bunachar sonraí
","OPUS QED, lines 9805 to 9814"
"Mais si vous ne voulez pas.
Je vous poursuiverais.
Je vous trouverais.
Et je vous tuerai...
Bonne chance.
Nell'ultimo round sul 7-7 eravamo in Difesa
Pesavamo piazzarsi qui in A ma ci hanno aggirato e hanno piazzato in B
A quel punto siamo riusciti ad uccidere tutti e Stainer era il solo sopravvissuto, doveva solo Disinnescare
Quindi a quel punto Stainer ha disennescato e abbiamo vinto la CW...
","OPUS QED, lines 2640 to 2649"
"Dheis agus ar chlé, a chur ar na sráideanna tú waterward.
Is í an Downtown mhór an ceallraí, i gcás go caochÚn uasal nite le tonnta, agus cooled ag breezes, a bhí cúpla uair an chloig roimhe sin as radharc talún.
Féach ar na sluaite uisce-gazers ann.
Circumambulate an chathair tráthnóna Sabbath dreamy.
Téigh ó Corlears Hook a duillín Coenties, agus ó as sin, ag Whitehall, ó thuaidh.
Cad a fheiceann tú?
- Posted cosúil fairtheoirí adh go léir ar fud an bhaile, seastán ar na mílte mílte fir mortal socraithe i reveries aigéan.
Roinnt leaning i gcoinne an spiles; roinnt ina suí ar an gcé-cinnirí; éigin ag lorg thar an bulwarks longa ón tSín; roinnt ard aloft sa rigging, amhail is dá mba ag iarraidh a fháil ar peep farraige níos fearr fós.
Ach tá na landsmen go léir; na laethanta na seachtaine pent suas i lath agus plástair - ceangailte le cuntair, nailed to binsí, clinched to deasca.
","OPUS QED, lines 3477 to 3486"
"Cheana féin ar an oíche go leor nuair a bhí sé ar oscailt nár bhain leas as sé féin é, ach, gan an teaghlach noticing a bhí sínte, amach sa chúinne is dorcha ar a sheomra.
Mar sin féin, nuair a d'fhág go raibh an bhean ag glanadh an doras leis an seomra suí beagán ajar, agus d'fhan sé oscailte fiú amháin nuair a tháinig an lóistéirí i sa tráthnóna agus na soilse a bhí chur ar aghaidh.
Shuigh siad síos ag ceann an tábla, áit sa lá roimhe sin an mháthair, an
Bhí athair ithe, agus Gregor, unfolded n serviettes, agus roghnaíodh suas a gcuid sceana agus forcanna.
An mháthair le feiceáil láithreach sa doras le mhias feola agus an ceart taobh thiar di an deirfiúr le mhias piled ard le prátaí.
An bia a thug amach a lán de na gaile.
The lóistéirí uaisle Bent thar an pláta a leagtar os comhair iad, amhail is dá mba mhian leo a sheiceáil sula n-itheann sé, agus go deimhin an ceann a chuaigh i lár - le haghaidh an dá cheann eile sé chuma chun feidhmiú mar an t-údarás - gearrtha amach ar píosa feola fós ar an pláta ndóigh a bhunú cibé an raibh sé sách
Ba chóir go tairisceana agus cibé acu atá nó nach bhfuil rud éigin a shipped ar ais go dtí an chistin.
Bhí sé sásta, agus an mháthair agus a dheirfiúr, d'fhéach sé a bhí ar siúl i fionraí, thosaigh sé breathe go héasca agus go aoibh gháire.
","OPUS QED, lines 21554 to 21563"
"Chuidigh Twilight dúinn gach a fheiceáil
Gach gur féidir linn a bheith!
Mar sin, a fháil ar bun, a fháil síos, má tá tú 'ath gonna teacht timpeall
Is féidir linn oibriú le chéile ag cabhrú Twilight bhuaigh an choróin!
Mar sin, a fháil ar bun, a fháil síos, faoi deara é 's dul a dhéanamh fuaime
Má oibrímid le chéile ag cabhrú Twilight Sparkle bhuaigh an choróin!
I 'm ag dul a bheith mé féin, is cuma cad a dhéanfaidh mé
Agus má táimid 'arís difriúil, yeah, I' ll is dócha a bheith fíor díreach a thabhairt duit.
Má leanann tú dom, táimid 'll a chur ar ár difríochtaí leataobh
","OPUS QED, lines 18625 to 18634"
